"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A redundant second recordBufferingEnd must not add a phantom event.","611","does not double-count if recordBufferingEnd is called twice","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"ALL_VIDEOS must equal the flat-mapped union of every catalog row — no extras, no omissions.","1","is the flat union of all CATALOG rows","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"""baseline"" must be the first scenario — it is the reference stream used by other tests.","812","always includes ""baseline"" as the first entry","DEMO_SCENARIO_IDS","2026-04-27","passed","2026-04-27","","","",""
"A second call to registerQoeDemoBridge must replace the previous bridge so hot-reloads pick up the latest instance.","22","overrides a previously registered bridge","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"Calling unregisterQoeDemoBridge when no bridge is registered must not throw — it should be a safe no-op.","1","is safe to call when no bridge is registered (idempotent)","unregisterQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"Duplicate video IDs would cause React key collisions and routing bugs.","678","all video IDs are unique","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Year values are displayed in the UI; obviously wrong years indicate a data entry error.","2","all year values are plausible (≥ 2000)","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Each call to recordError must increment the error count by exactly one.","1","increments the error count for each recorded error","QoECollector","2026-04-27","passed","2026-04-27","","error tracking","",""
"The ""featured"" row drives the hero banner on the home page.","1","contains a ""featured"" row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Only the first call to markFirstFrameRendered captures the end mark; subsequent calls must not overwrite it.","1","markFirstFrameRendered is idempotent — subsequent calls are ignored","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"findVideo must return undefined when no video matches the given id.","672","returns undefined for an unknown id","findVideo","2026-04-27","passed","2026-04-27","","","",""
"Only the first call to markPlaybackRequested sets the start mark; subsequent calls must be silently ignored so TTFF is not reset mid-session.","2","markPlaybackRequested is idempotent — subsequent calls are ignored","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"lastBitrate must always reflect the most recently recorded bitrate value.","1","tracks the last observed bitrate","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"The catalogue must expose exactly 5 QoE demo scenarios.","813","contains exactly 5 scenario ids","DEMO_SCENARIO_IDS","2026-04-27","passed","2026-04-27","","","",""
"A freshly constructed QoECollector must report zero buffering events and zero accumulated buffering time.","5","starts with zero buffering count and time","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"Null, empty string, and unrecognised values must all fall back to the ""baseline"" scenario.","4","defaults invalid values to baseline","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"HERO_VIDEO must be reachable via findVideo so detail pages work when navigating from the hero banner.","1","is findable by its id","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"Scenario ids are case-sensitive; mixed-case variants must fall back to ""baseline"".","813","is case-sensitive — mixed-case ids fall back to baseline","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"Every DemoScenarioId must be represented by at least one video in the qoe-scenarios row, ensuring no scenario is left without a test card.","3","the qoe-scenarios row covers all 5 DemoScenarioIds","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Partial matches must not be accepted — only exact id strings are valid.","1","returns ""baseline"" for a string that is a prefix of a valid id","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"Each label value must be a non-empty string suitable for display in a UI.","1","all labels are non-empty strings","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
"Every video must have the three fields required for display in a VideoTile component.","2","all videos have non-empty id, title, and description","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"matchScore drives the recommendation percentage badge (0–100); values outside that range would cause display bugs.","2","all matchScore values are in the range 0–100","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"A start/end pair must produce exactly one buffering event and add the elapsed seconds to totalBufferingTime.","1","records a buffering event and accumulates duration","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"A second recordBufferingStart while an event is already open must be ignored — the original start time is preserved.","1","recordBufferingStart is idempotent while a buffering event is open","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"The first bitrateChange event establishes a baseline; it must not be counted as a quality-level switch.","1","does not count the first bitrate set as a switch","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"Duplicate error codes are valid (the same error can recur); each call must add one entry regardless of code.","1","accumulates errors independently — each call adds exactly one","QoECollector","2026-04-27","passed","2026-04-27","","error tracking","",""
"DEMO_SCENARIO_LABELS must not contain orphaned entries for unknown scenario ids.","812","has no extra entries beyond the known scenario ids","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
"Each QoECollector instance must be fully independent — mutating one must not affect another.","1","generates a unique sessionId for each instance (observable via lastBitrate independence)","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"Rendering an empty row would produce a blank carousel — every row must have ≥ 1 video.","1","every row contains at least one video","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"HLS stream URLs must be fully-qualified http(s) addresses ending in .m3u8 so HLS.js can load them.","1","all hlsUrl values are valid http(s) URLs","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"TTFF = firstFrameMark − playbackRequestMark, measured in milliseconds via performance.now().","2","returns the elapsed ms between request and first frame","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"Receiving the same bitrate value twice must not increment the switch counter.","609","does not count as a switch when the bitrate stays the same","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"TTFF cannot be computed before the playback request has been marked — must return null.","617","returns null before markPlaybackRequested is called","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"Every scenario id must have a corresponding human-readable label.","1","has a label entry for every known scenario id","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
"Each start/end pair must be tracked independently and their durations summed in totalBufferingTime.","1","accumulates multiple buffering events","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"The hero video should not inject QoE faults — it must use the ""baseline"" scenario.","671","has a baseline scenario","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"The catalog must expose at least one content row.","3","contains at least one row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Error count must be zero before any playback errors are recorded.","1","starts with zero errors","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"Without a playback-request mark there is no start time, so TTFF must remain null even after the first frame is marked.","1","returns null when only markFirstFrameRendered has been called","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"The scenario field is used to activate QoE fault injection; an unknown id would silently fall back to baseline.","2","all scenario values are valid DemoScenarioIds","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Calling recordBufferingEnd without a prior recordBufferingStart must be a safe no-op.","1","ignores recordBufferingEnd when no start has been recorded","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"In silent mode (used in CI without a backend) sendMetrics must return immediately without making any HTTP call or throwing.","1","resolves without throwing","QoECollector","2026-04-27","passed","2026-04-27","","sendMetrics in silent mode","",""
"findVideo must successfully locate every video that exists in ALL_VIDEOS.","1","finds every video present in ALL_VIDEOS by its id","findVideo","2026-04-27","passed","2026-04-27","","","",""
"A transition from one bitrate to a different one must increment the switch counter.","1","counts a switch when the bitrate changes","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"unregisterQoeDemoBridge must delete window.__QOE_DEMO__ so tests that navigate away from the player cannot call a stale bridge.","1","removes window.__QOE_DEMO__ when a bridge is registered","unregisterQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"HERO_VIDEO powers the full-width hero banner; it must be the leading video in the ""featured"" row.","671","is the first video in the ""featured"" row","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"The catalog must have a meaningful number of videos — a count ≤ 5 would indicate missing content.","1","contains more than 5 videos","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"An empty string is not a valid video id and must return undefined.","1","returns undefined for an empty string","findVideo","2026-04-27","passed","2026-04-27","","","",""
"Every catalog row must have a non-empty id (used as a React key) and a display label.","2","every row has a non-empty id and label","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"No bitrate switches must be recorded until the first bitrateChange event fires.","1","starts with zero bitrate switches and null lastBitrate","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"The QoE demo scenarios row must be present for the workshop demo to function.","682","contains a ""qoe-scenarios"" row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Without a first-frame mark there is no end time, so TTFF must remain null even after the request is marked.","1","returns null when only markPlaybackRequested has been called","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"Every id in DEMO_SCENARIO_IDS must round-trip through parseDemoScenario unchanged.","1","accepts every known scenario id","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"The switch counter must accurately reflect the number of quality-level transitions across the session.","1","counts multiple switches correctly","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"The scenario property must survive registration so Playwright tests can read it from window.__QOE_DEMO__.scenario.","1","preserves the scenario value on the registered bridge","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"registerQoeDemoBridge must expose the bridge on window.__QOE_DEMO__ so Playwright tests can call getSnapshot() and control playback.","2","attaches the bridge to window.__QOE_DEMO__","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"findVideo should return the same reference stored in ALL_VIDEOS, not a copy, to enable identity comparisons.","671","returns the exact same object reference (no clone)","findVideo","2026-04-27","passed","2026-04-27","","","",""
