"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","HERO_VIDEO > has a baseline scenario","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","findVideo > returns the exact same object reference (no clone)","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","5","CATALOG > contains a ""featured"" row","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","registerQoeDemoBridge > overrides a previously registered bridge","","2026-04-27","passed","2026-04-27","","src/demo/qoeDemoBridge.test.ts","src/demo/qoeDemoBridge.test.ts",""
"","0","CATALOG > contains a ""qoe-scenarios"" row","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","ALL_VIDEOS > all year values are plausible (≥ 2000)","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","3","CATALOG > the qoe-scenarios row covers all 5 DemoScenarioIds","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","DEMO_SCENARIO_IDS > contains exactly 5 scenario ids","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","1","QoECollector > buffering tracking > records a buffering event and accumulates duration","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","HERO_VIDEO > is findable by its id","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > getTimeToFirstFrameMs > markFirstFrameRendered is idempotent — subsequent calls are ignored","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","CATALOG > every row has a non-empty id and label","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","2","ALL_VIDEOS > all matchScore values are in the range 0–100","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > buffering tracking > ignores recordBufferingEnd when no start has been recorded","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","parseDemoScenario > is case-sensitive — mixed-case ids fall back to baseline","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","0","parseDemoScenario > returns ""baseline"" for a string that is a prefix of a valid id","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","1","QoECollector > bitrate tracking > counts a switch when the bitrate changes","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","ALL_VIDEOS > all video IDs are unique","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","HERO_VIDEO > is the first video in the ""featured"" row","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > initial state > starts with zero errors","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","DEMO_SCENARIO_IDS > always includes ""baseline"" as the first entry","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","2","registerQoeDemoBridge > attaches the bridge to window.__QOE_DEMO__","","2026-04-27","passed","2026-04-27","","src/demo/qoeDemoBridge.test.ts","src/demo/qoeDemoBridge.test.ts",""
"","3","ALL_VIDEOS > all scenario values are valid DemoScenarioIds","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","QoECollector > getTimeToFirstFrameMs > returns null before markPlaybackRequested is called","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","2","parseDemoScenario > defaults invalid values to baseline","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","2","ALL_VIDEOS > all videos have non-empty id, title, and description","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","QoECollector > buffering tracking > recordBufferingStart is idempotent while a buffering event is open","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","QoECollector > buffering tracking > accumulates multiple buffering events","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","ALL_VIDEOS > contains more than 5 videos","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > getTimeToFirstFrameMs > returns null when only markFirstFrameRendered has been called","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","CATALOG > every row contains at least one video","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","registerQoeDemoBridge > preserves the scenario value on the registered bridge","","2026-04-27","passed","2026-04-27","","src/demo/qoeDemoBridge.test.ts","src/demo/qoeDemoBridge.test.ts",""
"","0","QoECollector > initial state > generates a unique sessionId for each instance (observable via lastBitrate independence)","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","4","QoECollector > initial state > starts with zero buffering count and time","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","QoECollector > sendMetrics in silent mode > resolves without throwing","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","2","QoECollector > getTimeToFirstFrameMs > returns the elapsed ms between request and first frame","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","QoECollector > buffering tracking > does not double-count if recordBufferingEnd is called twice","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","findVideo > returns undefined for an unknown id","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","findVideo > returns undefined for an empty string","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","0","findVideo > finds every video present in ALL_VIDEOS by its id","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","DEMO_SCENARIO_LABELS > all labels are non-empty strings","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","2","ALL_VIDEOS > is the flat union of all CATALOG rows","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > initial state > starts with zero bitrate switches and null lastBitrate","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","QoECollector > getTimeToFirstFrameMs > returns null when only markPlaybackRequested has been called","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","unregisterQoeDemoBridge > is safe to call when no bridge is registered (idempotent)","","2026-04-27","passed","2026-04-27","","src/demo/qoeDemoBridge.test.ts","src/demo/qoeDemoBridge.test.ts",""
"","0","QoECollector > bitrate tracking > does not count as a switch when the bitrate stays the same","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","QoECollector > bitrate tracking > does not count the first bitrate set as a switch","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","1","unregisterQoeDemoBridge > removes window.__QOE_DEMO__ when a bridge is registered","","2026-04-27","passed","2026-04-27","","src/demo/qoeDemoBridge.test.ts","src/demo/qoeDemoBridge.test.ts",""
"","0","DEMO_SCENARIO_LABELS > has no extra entries beyond the known scenario ids","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","1","QoECollector > getTimeToFirstFrameMs > markPlaybackRequested is idempotent — subsequent calls are ignored","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","DEMO_SCENARIO_LABELS > has a label entry for every known scenario id","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","0","parseDemoScenario > accepts every known scenario id","","2026-04-27","passed","2026-04-27","","src/demo/scenarios.test.ts","src/demo/scenarios.test.ts",""
"","1","QoECollector > error tracking > increments the error count for each recorded error","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","ALL_VIDEOS > all hlsUrl values are valid http(s) URLs","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","3","CATALOG > contains at least one row","","2026-04-27","passed","2026-04-27","","src/data/catalog.test.ts","src/data/catalog.test.ts",""
"","1","QoECollector > bitrate tracking > counts multiple switches correctly","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","QoECollector > bitrate tracking > tracks the last observed bitrate","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
"","0","QoECollector > error tracking > accumulates errors independently — each call adds exactly one","","2026-04-27","passed","2026-04-27","","src/services/qoeCollector.test.ts","src/services/qoeCollector.test.ts",""
